Nucleotide,Family,Genus,Species,Strain,Genotype,Segment,H5 Clade,Subclade,Host Group,Geographic Location,Host Common Name
1057,PQ831026,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017148-005-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1058,PQ831033,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017148-003-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1059,PQ831039,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017148-003-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1074,PQ831146,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021716-003-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1075,PQ831153,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021716-002-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1076,PQ831160,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021716-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1077,PQ831166,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021715-007-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1078,PQ831172,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021715-006-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1079,PQ831179,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021715-005-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1080,PQ831186,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021715-003-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1081,PQ831193,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/SD/24-021715-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: SD,Cow
1082,PQ831200,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015457-007-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1083,PQ831206,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015457-006-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1084,PQ831212,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015457-005-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1085,PQ831219,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015457-004-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1086,PQ831226,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015457-002-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1087,PQ831233,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015457-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1088,PQ831240,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/IA/24-017112-003-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: IA,Cow
1089,PQ831246,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022870-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1090,PQ831252,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022858-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1091,PQ831259,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022855-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1092,PQ831266,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022848-002-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1093,PQ831273,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022845-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1094,PQ831280,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022179-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1095,PQ831286,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-021115-002-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1096,PQ831292,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-021115-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1097,PQ831299,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020715-007-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1098,PQ831306,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020715-003-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1099,PQ831313,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020027-007-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1100,PQ831320,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020027-006-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1101,PQ831326,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020027-005-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1102,PQ831332,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020027-002-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1103,PQ831339,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cat/CO/24-021510-002-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cat
1104,PQ831346,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cat/CO/24-021510-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cat
1105,PQ831353,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cat/CO/24-020794-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cat
1106,PQ831360,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cat/CO/24-020717-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cat
1107,PQ831366,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Raccoon/IA/24-019376-001-original-repeat2/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: IA,Raccoon
1108,PQ831372,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/House Sparrow/IA/24-019375-001-original-repeat2/2024,H5N1,4.0,2.3.4.4b,B3.13,Avian,USA: IA,Sparrow
1110,PQ831380,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/135/2024,H5N1,8.0,2.3.4.4b,B3.13,Human,USA: California,Human
1111,PQ831388,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/135/2024,H5N1,7.0,2.3.4.4b,B3.13,Human,California,Human
1112,PQ831395,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/153/2024,H5N1,5.0,2.3.4.4b,B3.13,Human,USA: California,Human
1113,PQ831403,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/152/2024,H5N1,3.0,2.3.4.4b,B3.13,Human,USA: California,Human
1114,PQ831409,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-016804-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1115,PQ831412,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-016804-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1116,PQ831419,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-013999-007-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1117,PQ831426,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-013999-005-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1118,PQ831440,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-013999-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1119,PQ831446,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-013172-002-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1120,PQ831452,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-024948-001-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1121,PQ831459,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-024947-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1122,PQ831466,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022165-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1123,PQ831473,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020510-003-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1124,PQ831480,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020510-003-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1125,PQ831486,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020510-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1126,PQ831492,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025746-004-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1127,PQ831499,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025746-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1128,PQ831505,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/147/2024,H5N1,6.0,2.3.4.4b,B3.13,Human,USA: California,Human
1130,PQ831516,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MN/24-019167-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MN,Cow
1131,PQ831523,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-024698-002-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1132,PQ831529,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-022349-002-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1133,PQ831536,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-022349-001-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1134,PQ831543,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-019883-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1135,PQ831549,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-018782-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1136,PQ831556,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-017916-002-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1137,PQ831563,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022860-001-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1138,PQ831569,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022859-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1139,PQ831608,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022173-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1140,PQ831615,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022172-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1142,PQ831627,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/155/2024,H5N1,1.0,2.3.4.4b,B3.13,Human,USA: California,Human
1143,PQ831632,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015307-004-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1144,PQ831637,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015307-004-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1145,PQ831644,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015307-002-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1146,PQ831651,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/MI/24-015307-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: MI,Cow
1147,PQ831657,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-026553-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1148,PQ831664,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-026550-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1149,PQ831671,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-025573-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1150,PQ831677,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-024945-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1151,PQ831684,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-023569-001-original-repeat2/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1152,PQ831691,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-023564-001-original-repeat2/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1153,PQ831697,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-022861-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1154,PQ831704,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020176-006-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1155,PQ831711,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020176-005-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1156,PQ831717,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-020176-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1157,PQ831724,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017048-011-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1158,PQ831731,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017048-009-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1159,PQ831737,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017048-007-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1160,PQ831744,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017048-005-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1161,PQ831751,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-017048-001-original/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1163,PQ831762,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/crow/India/240013/2024,H5N1,8.0,2.3.4.4b,A3,Avian,India,Crow
1164,PQ831774,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/environment/India/240005/2024,H5N1,3.0,2.3.4.4b,A3,Environment,India,Environment
1165,PQ831776,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/goose/OR/24-031478-002-original/2024,H5N1,8.0,2.3.4.4b,D1.2,Avian,USA: OR,Goose
1166,PQ831782,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Peafowl/OR/24-031478-001-original/2024,H5N1,7.0,2.3.4.4b,D1.2,Avian,USA: OR,Peafowl
1167,PQ831788,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Duck/OR/24-031478-003-original/2024,H5N1,5.0,2.3.4.4b,D1.2,Avian,USA: OR,Duck
1168,PQ831795,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Washington/240/2024,H5N1,3.0,2.3.4.4b,D1.1,Human,USA: Washington,Human
1169,PQ831802,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-026980-001-original/2024,H5N1,8.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1170,PQ831809,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CO/24-024238-001-original-repeat2/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CO,Cow
1171,PQ831816,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-026566-001-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1172,PQ831823,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025749-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1173,PQ831829,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025748-002-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1174,PQ831836,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-025748-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1175,PQ831843,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-024712-003-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1176,PQ831849,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/CA/24-024712-001-original/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: CA,Cow
1177,PQ831850,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Washington/UW32495/2024,H5N1,8.0,2.3.4.4b,D1.1,Human,USA: Washington,Human
1179,PQ831867,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/150/2024,H5N1,5.0,2.3.4.4b,B3.13,Human,USA: California,Human
1180,PQ831874,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/OK/24-019634-002-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: OK,Cow
1181,PQ831881,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/OK/24-019481-002-original/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: OK,Cow
1182,PQ831888,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/OK/24-019481-001-original/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: OK,Cow
1183,PQ831894,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/ID/24-028090-001-original/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA: ID,Cow
1184,PQ831900,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/ID/24-028305-002-original/2024,H5N1,3.0,2.3.4.4b,B3.13,Avian,USA: ID,Turkey
1185,PQ831907,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/ID/24-028305-001-original/2024,H5N1,2.0,2.3.4.4b,B3.13,Avian,USA: ID,Turkey
1186,PQ831914,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/California/151/2024,H5N1,7.0,2.3.4.4b,B3.13,Human,USA: California,Human
1189,PQ831939,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031623-002/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1190,PQ831946,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031622-009/2024,H5N1,7.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1191,PQ831953,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031622-008/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1192,PQ831960,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031622-005/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1193,PQ831966,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/USA/24-031284-009/2024,H5N1,6.0,2.3.4.4b,B3.13,Avian,USA,Turkey
1194,PQ831972,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031622-004/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1195,PQ831979,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031622-002/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1196,PQ831986,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031620-001/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1197,PQ831993,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031619-009/2024,H5N1,2.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1198,PQ832000,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031619-007/2024,H5N1,5.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1199,PQ832006,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031619-009/2024,H5N1,4.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1200,PQ832012,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031619-003/2024,H5N1,6.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1201,PQ832019,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031619-002/2024,H5N1,3.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
1202,PQ832026,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Turkey/USA/24-031284-008/2024,H5N1,6.0,2.3.4.4b,B3.13,Avian,USA,Turkey
1203,PQ832033,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/Cattle/USA/24-031607-003/2024,H5N1,1.0,2.3.4.4b,B3.13,Nonhuman Mammal,USA,Cow
